월,이름,한줄 소개,국가,날씨,온도,추천 이유,이미지 URL,항공권 가격,비행시간,제휴 링크,제휴 안내,CTA 문구,위도,경도
6,세부,"산호초 다이빙의 성지, 흰 모래의 말람파야",ph,더움,28-34°C,"6월은 세부의 건기 마지막 달로 스노클링, 다이빙, 고래상어와 함께 수영하는 체험을 즐길 수 있습니다. 막탄 리조트 비치와 오스메냐 피크 하이킹도 매력적인 경험입니다.",https://images.unsplash.com/photo-1573863141743-17e33dc7c9b1?w=800,"₩500,000~",약 5시간,,,트립닷컴에서 항공권 확인하기,10.32,123.9
6,레이캬비크,"백야의 나라, 지구의 가장 극적인 자연",is,서늘함,8-15°C,"6월 아이슬란드는 백야로 24시간 해가 지지 않습니다. 골든 서클, 요쿨살론 빙하호수, 검은 모래 해변까지 지구상 다른 어느 곳과도 다른 풍경을 경험합니다.",https://images.unsplash.com/photo-1476610182048-b716b8518aae?w=800,"₩1,800,000~",약 14시간(경유),,,트립닷컴에서 항공권 확인하기,64.13,-21.93
6,베르겐,"피요르드로 가는 관문, 북유럽의 보석 항구",no,쾌청함,12-18°C,"6월 베르겐에서 출발하는 피요르드 크루즈는 평생의 절경을 선사합니다. 네로이 피요르드, 플롬 산악열차, 브뤼겐 목조 가옥 거리까지 북유럽 자연의 진수를 맛볼 수 있습니다.",https://images.unsplash.com/photo-1601439678777-b2b3c56fa627?w=800,"₩1,600,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,60.39,5.32
6,알가르베,"유럽 최고의 해변 리조트, 황토빛 절벽",pt,더움,22-28°C,"6월 알가르베는 유럽 최고의 해변 휴양지로 황금빛 절벽이 눈부신 해변과 맞닿습니다. 라고스, 알보르, 프라이아 다 호샤 해변에서 서핑과 카약을 즐겨보세요.",https://images.unsplash.com/photo-1575459942015-3668cde4a75d?w=800,"₩1,300,000~",약 14시간,,,트립닷컴에서 항공권 확인하기,37.13,-8.54
6,피렌체,"르네상스의 탄생지, 미켈란젤로의 도시",it,더움,22-30°C,"6월은 성수기 직전으로 우피치 미술관, 두오모 성당, 베키오 다리를 비교적 여유롭게 즐길 수 있습니다. 키안티 와인 산지 드라이브와 토스카나 아그리투리스모 숙박을 추천합니다.",https://images.unsplash.com/photo-1541370976299-4d24be5d982d?w=800,"₩1,350,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,43.77,11.26
6,아타카마(산티아고),"안데스와 태평양, 달의 계곡 소금사막",cl,서늘함,8-15°C,"남반구의 초겨울인 6월은 아타카마 사막 여행 최고 시즌입니다. 문 밸리, 살라르 데 아타카마, 알티플라노 간헐천까지 지구의 극한 환경을 경험합니다.",https://images.unsplash.com/photo-1528360983277-13d401cdc186?w=800,"₩2,000,000~",약 23시간(경유),,,트립닷컴에서 항공권 확인하기,-23.65,-70.4
6,샌프란시스코,"골든게이트와 안개, 히피의 성지",us,서늘함,13-18°C,"6월 샌프란시스코는 여름이지만 의외로 서늘합니다. 골든게이트 브리지 자전거 투어, 알카트라즈 섬, 차이나타운, 피셔맨스 워프의 크랩 차우더까지 독특한 도시 문화를 즐겨보세요.",https://images.unsplash.com/photo-1501594907352-04cda38ebc29?w=800,"₩1,300,000~",약 10시간 30분,,,트립닷컴에서 항공권 확인하기,37.77,-122.42
6,레이캬비크,오로라와 온천이 있는 신비로운 북극 도시,is,서늘함,10-15°C,"장엄한 자연 경관과 오로라, 온천으로 유명한 아이슬란드. 여름에는 백야를, 겨울에는 오로라를 감상할 수 있는 신비로운 여행지입니다.",https://images.unsplash.com/photo-1488415032361-b7e238421f1b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxJY2VsYW5kJTIwbm9ydGhlcm4lMjBsaWdodHN8ZW58MXx8fHwxNzcxNjY1NjQwfDA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩1,100,000~",직항 약 14시간,,,트립닷컴에서 항공권 확인하기,64.13,-21.93
6,인터라켄,알프스와 에메랄드 호수가 있는 스위스의 관문,ch,쾌청함,15-23°C,"알프스 산맥의 절경을 감상할 수 있는 스위스. 융프라우, 마터호른 등 웅장한 산과 에메랄드빛 호수가 어우러진 환상적인 풍경을 즐길 수 있습니다.",https://images.unsplash.com/photo-1705081242921-7ac750a0f8f6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxTd2l0emVybGFuZCUyMEFscHMlMjBtb3VudGFpbnN8ZW58MXx8fHwxNzcxNzQ3NzU2fDA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩1,050,000~",경유 약 14시간,,,트립닷컴에서 항공권 확인하기,46.69,7.87
7,삿포로(라벤더),"후라노 라벤더 밭, 홋카이도 여름의 절정",jp,쾌청함,20-27°C,"7월 후라노와 비에이의 라벤더 밭이 보라색으로 물드는 시기입니다. 홋카이도 여름은 일본 본토보다 훨씬 시원하고 쾌적합니다. 라벤더 아이스크림, 팜 투어, 구릉 드라이브를 즐겨보세요.",https://images.unsplash.com/photo-1542051841857-5f90071e7989?w=800,"₩500,000~",약 3시간,,,트립닷컴에서 항공권 확인하기,43.06,141.35
7,몰디브,"인도양의 수상 빌라, 지구에서 가장 투명한 바다",mv,더움,28-32°C,"7월은 몰디브 우기이지만 짧은 소나기 후 맑게 개어 스노클링 최적 조건을 만듭니다. 수상 빌라에서 바라보는 형광빛 바다, 산호초 다이빙, 돌고래 선셋 크루즈는 평생 기억될 경험입니다.",https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800,"₩2,000,000~",약 8시간,,,트립닷컴에서 항공권 확인하기,3.2,73.22
7,길리 트라왕안,"차 없는 섬, 자전거로 돌아보는 낙원",id,더움,27-32°C,발리 북쪽 길리 섬은 7월 건기로 해수가 가장 맑습니다. 오토바이도 자동차도 없는 섬에서 자전거나 도보로 이동하며 세계 최고 수준의 다이빙과 스노클링을 즐길 수 있습니다.,https://images.unsplash.com/photo-1484821582734-6c6c9f99a672?w=800,"₩800,000~",약 7시간,,,트립닷컴에서 항공권 확인하기,-8.35,116.03
7,코펜하겐,"세계 최고의 행복 도시, 북유럽 디자인의 발원지",dk,쾌청함,17-22°C,"7월 코펜하겐 여름은 1년 중 가장 활기찬 시즌입니다. 티볼리 공원 야외 콘서트, 스트뢰겟 거리 야외 카페, 뉘하운 항구의 형형색색 건물 앞 맥주 한 잔이 완벽한 북유럽 여름을 완성합니다.",https://images.unsplash.com/photo-1534430480872-3498386e7856?w=800,"₩1,500,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,55.68,12.57
7,두브로브니크(섬 호핑),아드리아해 에메랄드 섬들의 황홀한 크루즈,hr,더움,26-32°C,"7월 크로아티아 섬 호핑이 절정입니다. 흐바르, 코르출라, 비스 섬의 에메랄드 빛 바다와 라벤더 밭, 올리브 나무 숲을 즐기세요. 요트 크루즈나 페리를 이용한 섬 투어를 강력 추천합니다.",https://images.unsplash.com/photo-1555990538-1ebee592f0fe?w=800,"₩1,500,000~",약 14시간,,,트립닷컴에서 항공권 확인하기,42.65,18.09
7,에든버러,"스코틀랜드 고성과 위스키, 에든버러 페스티벌 전야",gb,서늘함,14-20°C,"8월 에든버러 페스티벌 직전인 7월은 조용하고 쾌적합니다. 에든버러 성, 아서스 시트 트레킹, 스카이 섬 드라이브, 하이랜드 위스키 투어까지 스코틀랜드의 야성을 경험하세요.",https://images.unsplash.com/photo-1601469246611-0ad28d4e3b90?w=800,"₩1,300,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,55.95,-3.19
7,마추픽추,"잉카의 공중 도시, 세계 7대 불가사의",pe,서늘함,7-17°C,7월은 페루 건기로 마추픽추를 가장 맑게 볼 수 있는 황금 시즌입니다. 잉카 트레일 하이킹이나 기차로 올라가 태양의 문에서 맞이하는 일출은 일생에 한 번의 경험이 됩니다.,https://images.unsplash.com/photo-1526392060635-9d6019884377?w=800,"₩2,200,000~",약 22시간(경유),,,트립닷컴에서 항공권 확인하기,-13.16,-72.54
7,밴프,"에메랄드 호수와 빙하, 로키 산맥의 심장",ca,쾌청함,14-22°C,"7월 밴프는 콜럼비아 빙원 투어, 루이스 호수 카누, 재스퍼 국립공원 드라이브가 가능한 최적기입니다. 에메랄드 빛 빙하 호수 위에 반영된 만년설이 캐나다 로키의 진수입니다.",https://images.unsplash.com/photo-1509316785289-025f5b846b35?w=800,"₩1,500,000~",약 11시간,,,트립닷컴에서 항공권 확인하기,51.18,-115.57
7,뉴욕,자유의 여신상과 타임스퀘어가 있는 세계 문화 수도,us,맑음,20-28°C,"자유의 여신상, 타임스퀘어, 센트럴파크 등 상징적인 명소가 가득한 뉴욕. 다양한 문화와 예술, 쇼핑을 즐길 수 있는 세계적인 대도시입니다.",https://images.unsplash.com/photo-1623250308777-924f865bce80?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxOZXclMjBZb3JrJTIwQ2l0eSUyME1hbmhhdHRhbnxlbnwxfHx8fDE3NzE3MjY5ODR8MA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩900,000~",직항 약 14시간,,,트립닷컴에서 항공권 확인하기,40.71,-74.01
8,블라디보스토크,"가장 가까운 유럽 분위기, 시베리아 횡단의 출발점",ru,쾌청함,18-25°C,"8월 블라디보스토크는 1년 중 가장 따뜻하고 쾌적합니다. 황금교, 루스키 섬, 독수리 전망대에서 보는 항구 전망, 해산물 시장까지 가장 가까운 러시아를 부담 없이 경험할 수 있습니다.",https://images.unsplash.com/photo-1578922746465-3a80a228f223?w=800,"₩300,000~",약 2시간 30분,,,트립닷컴에서 항공권 확인하기,43.12,131.89
8,라다크,"히말라야 위 고원 사막, 달의 땅",in,서늘함,8-20°C,"8월은 라다크의 여름으로 팡공초 호수, 레 왕궁, 누브라 계곡 쌍봉낙타 사파리가 가능합니다. 해발 3,500m의 고원에서 만나는 파란 하늘과 황금빛 사막은 어느 여행지와도 비교할 수 없는 절경입니다.",https://images.unsplash.com/photo-1585136917228-d40cd29e3e91?w=800,"₩1,000,000~",약 7시간(경유),,,트립닷컴에서 항공권 확인하기,34.17,77.58
8,타이베이,"야시장의 나라, 먹방 여행자의 성지",tw,더움,28-34°C,"8월 타이베이는 덥지만 지우펀, 예류 해안, 태로코 협곡이 황홀합니다. 스린 야시장과 닝샤 야시장에서 먹방 투어, 지우펀 찻집의 체험까지 대만은 언제나 기대를 뛰어넘습니다.",https://images.unsplash.com/photo-1470004914212-05527e49370b?w=800,"₩250,000~",약 2시간 30분,,,트립닷컴에서 항공권 확인하기,25.03,121.56
8,에든버러,"세계 최대 예술 축제, 에든버러 프린지 페스티벌",gb,서늘함,14-19°C,"8월 에든버러 프린지 페스티벌 기간에는 온 도시가 공연장이 됩니다. 거리 퍼포머, 코미디, 연극, 음악 공연이 동시다발로 열리며 스코틀랜드 분위기와 어우러져 잊지 못할 경험을 선사합니다.",https://images.unsplash.com/photo-1601469246611-0ad28d4e3b90?w=800,"₩1,400,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,55.95,-3.19
8,아테네+미코노스,"신화의 도시와 파티의 섬, 그리스의 두 얼굴",gr,더움,28-34°C,"8월 그리스는 성수기 절정입니다. 아크로폴리스, 파르테논 신전의 역사와 미코노스 파라포르티아니 교회, 슈퍼 파라다이스 비치의 자유를 동시에 즐기는 이상적인 콤비네이션입니다.",https://images.unsplash.com/photo-1555993539-1732b0258235?w=800,"₩1,450,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,37.97,23.73
8,코토르,"아드리아해 숨겨진 보석, 피요르드 닮은 만",me,더움,26-32°C,"아직 덜 알려진 몬테네그로 코토르는 8월에도 크로아티아보다 한산합니다. 베네치아풍 구시가 성벽 트레킹, 코토르 만 선셋 크루즈, 부드바 해변까지 동유럽의 숨겨진 보석입니다.",https://images.unsplash.com/photo-1586500036706-41963de24d8b?w=800,"₩1,400,000~",약 14시간,,,트립닷컴에서 항공권 확인하기,42.42,18.77
8,갈라파고스(키토),"적도 위 고원 도시, 갈라파고스로 가는 관문",ec,서늘함,10-18°C,"갈라파고스 제도 방문 최적기인 8월, 바다이구아나와 갈라파고스 펭귄, 청발가마우지를 볼 수 있습니다. 키토의 식민지 구시가도 유네스코 문화유산으로 독특한 매력이 있습니다.",https://images.unsplash.com/photo-1564760055775-d63b17a55c44?w=800,"₩2,100,000~",약 21시간(경유),,,트립닷컴에서 항공권 확인하기,-0.23,-78.52
8,마우이(하와이),"알로하 스피릿, 하와이 섬 중 가장 아름다운 섬",us,더움,27-32°C,"8월 마우이는 날씨가 가장 완벽합니다. 할레아칼라 화산 일출, 하나 로드 드라이브, 카아나팔리 해변에서의 서핑까지 하와이의 정수를 마우이에서 경험하세요.",https://images.unsplash.com/photo-1542406775-ade58c52d2e4?w=800,"₩2,000,000~",약 9시간,,,트립닷컴에서 항공권 확인하기,20.8,-156.33
8,산토리니,하얀 건물과 푸른 돔이 빛나는 최고의 일몰 명소,gr,화창함,20-28°C,하얀 건물과 푸른 돔이 아름다운 산토리니. 세계에서 가장 아름다운 일몰을 감상하며 로맨틱한 시간을 보낼 수 있는 최고의 여행지입니다.,https://images.unsplash.com/photo-1497339047006-39f2b26f005d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxTYW50b3JpbmklMjBHcmVlY2UlMjB3aGl0ZSUyMGJ1aWxkaW5nc3xlbnwxfHx8fDE3NzE3MzIwMjN8MA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩950,000~",경유 약 14시간,,,트립닷컴에서 항공권 확인하기,36.39,25.46
8,발리,"해변과 사원, 라이스 테라스의 휴양 천국",id,화창함,26-31°C,"아름다운 해변과 사원, 라이스 테라스로 유명한 발리. 요가와 스파, 서핑을 즐기며 몸과 마음을 재충전할 수 있는 완벽한 휴양지입니다.",https://images.unsplash.com/photo-1604741872417-230e572a4c72?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxCYWxpJTIwSW5kb25lc2lhJTIwdGVtcGxlfGVufDF8fHx8MTc3MTc0Nzc1Nnww&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩450,000~",직항 약 6시간 30분,,,트립닷컴에서 항공권 확인하기,-8.34,115.09
9,상하이,"동방명주의 도시, 현대와 전통의 공존",cn,쾌청함,22-28°C,"9월 상하이는 여름 무더위가 물러나고 가장 쾌적한 시기입니다. 와이탄 야경, 예원, 신천지, 티엔쯔팡 골목, 디즈니랜드까지 상하이의 모든 것을 쾌적하게 즐길 수 있습니다.",https://images.unsplash.com/photo-1537531191660-5d17d8c2a485?w=800,"₩300,000~",약 2시간,,,트립닷컴에서 항공권 확인하기,31.23,121.47
9,나트랑,"베트남 최고의 해양 리조트, 깨끗한 블루 라군",vn,쾌청함,26-32°C,"9월은 나트랑 건기로 맑고 투명한 바다를 즐기기 최고입니다. 빈펄 리조트 케이블카, 흰 모래 해변, 베트남 해산물 요리, 론 섬 스노클링까지 베트남 최고의 해변 여행을 즐겨보세요.",https://images.unsplash.com/photo-1559827260-dc66d52bef19?w=800,"₩450,000~",약 5시간,,,트립닷컴에서 항공권 확인하기,12.24,109.19
9,뮌헨(옥토버페스트),세계 최대 맥주 축제의 발원지,de,서늘함,12-18°C,9월 말~10월 초 뮌헨 옥토버페스트는 세계 최대 맥주 축제입니다. 전통 바이에른 복장을 입고 텐트에서 1리터 맥주를 마시며 오버바이에른 민속 음악을 즐기는 경험은 독일만이 줄 수 있습니다.,https://images.unsplash.com/photo-1567604460946-3e73a7c22c83?w=800,"₩1,300,000~",약 12시간 30분,,,트립닷컴에서 항공권 확인하기,48.14,11.58
9,프라하,황금빛 단풍 드리운 동화 속 동유럽 수도,cz,서늘함,12-18°C,"9월 프라하는 단풍이 물들기 시작하고 관광객도 줄어드는 이상적인 시기입니다. 카를교 위에서 보는 가을 석양, 말라 스트라나 골목 산책, 체코 맥주가 완벽한 조화를 이룹니다.",https://images.unsplash.com/photo-1541849546-216549ae216d?w=800,"₩1,150,000~",약 12시간,,,트립닷컴에서 항공권 확인하기,50.08,14.44
9,포르토피노,이탈리아 리비에라의 숨겨진 그림 같은 어촌,it,쾌청함,20-26°C,"성수기가 끝난 9월 포르토피노는 한산하고 지중해 기후가 여전히 아름답습니다. 신테레 해안 트레킹, 레몬 농장, 파스타 알 페스토 발상지 제노바까지 리구리아 해안의 진수를 즐깁니다.",https://images.unsplash.com/photo-1534351590666-13e3e96b5017?w=800,"₩1,400,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,44.3,9.2
9,보드룸,"에게해 최고의 요트 문화, 터키 리비에라",tr,더움,24-30°C,"성수기 막바지인 9월 보드룸은 날씨도 좋고 인파가 줄어 완벽합니다. 보드룸 성, 에게해 블루 크루즈, 파마르 테라스 식당에서의 선셋 디너가 터키 리비에라의 진수를 선사합니다.",https://images.unsplash.com/photo-1562184957-f3a7e7ade4e5?w=800,"₩1,100,000~",약 11시간,,,트립닷컴에서 항공권 확인하기,37.03,27.43
9,메데진,"마약왕의 도시에서 혁신의 도시로, 놀라운 반전",co,쾌청함,14-22°C,"9월은 콜롬비아 여행 최적기입니다. 메데진의 놀라운 도시 혁신 스토리, 코무나 13 그라피티 투어, 모노레일 케이블카, 커피 농장 투어까지 세상이 몰랐던 콜롬비아를 발견하세요.",https://images.unsplash.com/photo-1588783264284-3c4a78e00af0?w=800,"₩1,900,000~",약 20시간(경유),,,트립닷컴에서 항공권 확인하기,6.25,-75.56
9,보스턴(뉴잉글랜드),"단풍의 나라 뉴잉글랜드, 역사와 자연의 조화",us,서늘함,15-22°C,"9월 말 뉴잉글랜드는 단풍이 시작됩니다. 보스턴 퀸시 마켓, 하버드 캠퍼스, 케이프 코드 해안, 아카디아 국립공원까지 미국 동부의 단풍 절경과 역사를 동시에 즐길 수 있습니다.",https://images.unsplash.com/photo-1512307014370-f22a59d831ab?w=800,"₩1,400,000~",약 14시간,,,트립닷컴에서 항공권 확인하기,42.36,-71.06
9,파리,에펠탑과 예술이 살아 숨 쉬는 로맨틱 도시,fr,화창함,15-25°C,"에펠탑, 루브르 박물관, 개선문 등 세계적인 명소가 가득한 파리는 언제나 여행자들의 로망입니다. 봄과 가을의 파리는 특히 아름답습니다.",https://images.unsplash.com/photo-1642947392578-b37fbd9a4d45?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxQYXJpcyUyMEZyYW5jZSUyMEVpZmZlbCUyMFRvd2VyfGVufDF8fHx8MTc3MTc0Nzc1NHww&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩800,000~",직항 약 12시간,,,트립닷컴에서 항공권 확인하기,48.86,2.35
9,시드니,오페라 하우스와 하버 브리지의 항구 도시,au,화창함,18-25°C,"오페라 하우스와 하버 브리지로 유명한 시드니. 아름다운 해변과 활기찬 도심, 다양한 문화 체험을 즐길 수 있는 매력적인 도시입니다.",https://images.unsplash.com/photo-1718185795639-c442aff612cb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxTeWRuZXklMjBBdXN0cmFsaWElMjBvcGVyYSUyMGhvdXNlfGVufDF8fHx8MTc3MTc0Nzc1Nnww&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩1,000,000~",직항 약 8시간 30분,,,트립닷컴에서 항공권 확인하기,-33.87,151.21
10,도쿄,"은행나무와 단풍, 가을 도쿄의 황금빛 매력",jp,쾌청함,15-22°C,"10월 도쿄는 운치 있는 가을 단풍이 시작됩니다. 신주쿠 교엔, 메이지 신궁 앞 은행나무 가로수, 닛코 도쇼구 신사의 단풍은 봄 벚꽃과 맞먹는 절경입니다. 할로윈 시부야도 빼놓을 수 없습니다.",https://images.unsplash.com/photo-1540959733332-eab4deabeeaf?w=800,"₩400,000~",약 2시간 30분,,,트립닷컴에서 항공권 확인하기,35.68,139.69
10,장가계,"아바타 촬영지, 하늘을 찌르는 기암 절경",cn,쾌청함,15-22°C,"10월 장가계는 단풍으로 물든 기암괴석이 운해 속에 떠 있는 환상적인 절경을 연출합니다. 유리 다리, 천문산 케이블카, 원가계 협곡 트레킹까지 아바타 이후 더 유명해진 중국의 절경입니다.",https://images.unsplash.com/photo-1547036967-23d11aacaee0?w=800,"₩500,000~",약 4시간,,,트립닷컴에서 항공권 확인하기,29.12,110.48
10,다르질링,"히말라야 아래 홍차 밭, 장난감 기차의 고원",in,서늘함,12-18°C,"10월은 다르질링 최고의 계절입니다. 티 가든에서 홍차 수확 체험, 세계유산 다르질링 히말라야 철도, 타이거 힐에서 바라보는 칸첸중가봉 일출은 잊지 못할 경험입니다.",https://images.unsplash.com/photo-1585136917228-d40cd29e3e91?w=800,"₩800,000~",약 7시간(경유),,,트립닷컴에서 항공권 확인하기,27.04,88.26
10,피렌체(토스카나),"올리브 수확과 와인 축제, 이탈리아 가을의 맛",it,쾌청함,14-22°C,10월 토스카나는 와인 수확 철로 키안티와 브루넬로 와이너리에서 빈티지 테이스팅이 가능합니다. 성수기가 지나 한적한 피렌체와 단풍 드리운 사이프러스 가로수길이 완벽한 조화를 이룹니다.,https://images.unsplash.com/photo-1541370976299-4d24be5d982d?w=800,"₩1,350,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,43.77,11.26
10,스코틀랜드 하이랜드,"네스 호수와 단풍, 스코틀랜드의 황금빛 가을",gb,서늘함,8-14°C,"10월 하이랜드는 황금빛 히스와 단풍이 물드는 최고의 시즌입니다. 네스 호수와 어쿼트 성, 글렌코 계곡, 케언고름스 국립공원의 절경을 드라이브로 즐겨보세요.",https://images.unsplash.com/photo-1484914440372-9b780d9fcdc7?w=800,"₩1,350,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,57.12,-4.71
10,부다페스트,"도나우강의 야경, 동유럽의 숨은 왕궁 도시",hu,서늘함,10-17°C,"10월 부다페스트는 도나우강 위로 단풍이 지고 야경이 황홀합니다. 세체니 온천, 부다 성, 국회의사당, 유대인 지구 루인바까지 프라하보다 저렴하지만 매력은 뒤지지 않는 도시입니다.",https://images.unsplash.com/photo-1551867633-194f125bddfa?w=800,"₩1,150,000~",약 12시간,,,트립닷컴에서 항공권 확인하기,47.5,19.04
10,판타나우,"세계 최대 열대 습지, 재규어와 카피바라의 서식지",br,서늘함,18-28°C,"10월 판타나우는 건기 막바지로 동물 관찰 최적기입니다. 재규어, 카피바라, 황새 투카노 등 남미 야생동물을 가장 가까이서 볼 수 있는 곳입니다. 세계 최대 열대 습지의 광활함을 체험하세요.",https://images.unsplash.com/photo-1483729558449-99ef09a8c325?w=800,"₩2,100,000~",약 22시간(경유),,,트립닷컴에서 항공권 확인하기,-17.72,-57.43
10,뉴올리언스(가을),"재즈 페스티벌, 가을의 프렌치 쿼터",us,쾌청함,18-25°C,"10월 뉴올리언스는 가을 재즈 페스티벌이 열리고 덜 덥습니다. 프렌치 쿼터의 발코니 아이언 레이스, 가든 디스트릭트 저택, 뱀파이어 투어까지 가을 분위기와 어우러진 뉴올리언스는 더 신비롭습니다.",https://images.unsplash.com/photo-1619112038068-a71c2f2cd28a?w=800,"₩1,600,000~",약 16시간(경유),,,트립닷컴에서 항공권 확인하기,29.95,-90.07
10,도쿄,전통과 현대가 조화로운 일본의 수도,jp,맑음,5-15°C,"일본의 수도 도쿄는 전통과 현대가 조화롭게 어우러진 매력적인 도시입니다. 봄에는 아름다운 벚꽃을, 가을에는 단풍을, 겨울에는 일루미네이션을 즐길 수 있습니다.",https://images.unsplash.com/photo-1648871647634-0c99b483cb63?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxUb2t5byUyMEphcGFuJTIwY2l0eXNjYXBlfGVufDF8fHx8MTc3MTc0MjI1M3ww&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩350,000~",직항 약 2시간 30분,,,트립닷컴에서 항공권 확인하기,35.68,139.69
10,뉴욕,자유의 여신상과 타임스퀘어가 있는 세계 문화 수도,us,맑음,20-28°C,"자유의 여신상, 타임스퀘어, 센트럴파크 등 상징적인 명소가 가득한 뉴욕. 다양한 문화와 예술, 쇼핑을 즐길 수 있는 세계적인 대도시입니다.",https://images.unsplash.com/photo-1623250308777-924f865bce80?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxOZXclMjBZb3JrJTIwQ2l0eSUyME1hbmhhdHRhbnxlbnwxfHx8fDE3NzE3MjY5ODR8MA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,"₩900,000~",직항 약 14시간,,,트립닷컴에서 항공권 확인하기,40.71,-74.01
11,앙코르와트,"동남아 최대 힌두 사원, 밀림 속 유적의 도시",kh,쾌청함,24-32°C,"11월은 캄보디아 건기 시작으로 앙코르와트 여행 최적기입니다. 앙코르와트 일출, 바이욘 사원 미소 부처, 타 프롬 정글 유적까지 세계 3대 유적 중 하나를 인파 없이 즐길 수 있습니다.",https://images.unsplash.com/photo-1540611025311-01df3cef54b5?w=800,"₩550,000~",약 6시간,,,트립닷컴에서 항공권 확인하기,13.41,103.87
11,바간,"3천 개 불탑의 평원, 동남아의 숨겨진 절경",mm,쾌청함,22-30°C,"11월 건기 바간은 열기구 탑승이 가능한 최고의 시즌입니다. 새벽 안개 속 3,000여 개의 황금 불탑 위로 떠오르는 열기구에서 바라보는 바간 평원은 지상 최고의 절경 중 하나입니다.",https://images.unsplash.com/photo-1505994026544-d4c5b0c26c13?w=800,"₩700,000~",약 6시간 30분,,,트립닷컴에서 항공권 확인하기,21.17,94.86
11,아유타야(방콕),"태국 고도 아유타야, 코끼리와 함께한 황성",th,쾌청함,27-33°C,11월 태국 건기 시작으로 아유타야 역사 공원의 황성을 편하게 둘러볼 수 있습니다. 코끼리를 타고 유적을 관람하거나 자전거로 자유롭게 이동하며 태국의 역사를 깊이 즐겨보세요.,https://images.unsplash.com/photo-1563492065599-3520f775eeed?w=800,"₩500,000~",약 6시간,,,트립닷컴에서 항공권 확인하기,14.35,100.56
11,마라케시(가을),"스파이스 마켓과 리야드, 이슬람 문화의 향연",ma,쾌청함,14-22°C,"11월 마라케시는 가장 쾌적한 시즌입니다. 제마엘프나 광장의 음악과 향신료, 슈크 시장 쇼핑, 마조렐 정원, 사하라 사막 1박 투어까지 모로코의 진수를 완벽한 날씨 속에 즐깁니다.",https://images.unsplash.com/photo-1539020140153-e479b8c22e70?w=800,"₩1,300,000~",약 13시간,,,트립닷컴에서 항공권 확인하기,31.63,-8.0
11,리스본(가을),파두 음악이 흐르는 가을 언덕 도시,pt,서늘함,12-18°C,"11월 비수기 리스본은 항공권과 호텔이 저렴하고 인파도 적습니다. 알파마 골목의 파두 라이브, 파스텔 드 나타, 트램 28번선, 신트라 궁전까지 유럽 최고의 가성비 여행지입니다.",https://images.unsplash.com/photo-1605130284535-11dd9eedc58a?w=800,"₩1,150,000~",약 14시간,,,트립닷컴에서 항공권 확인하기,38.72,-9.14
